epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
186,28175.7,0.98805,1.53277,1.04527,0.01088,0.94049,0.6821,0.66291,0.67301,0.48116,0.68016,0.65968,0.65778,0.41427,1.20503,2.36048,1.41267,0.01929,0,0.0162637,0.00542125,0.0162637,0.00542125,0.0162637,0.00542125,0.0162637,0.00542125
187,28325.6,1.0015,1.53205,1.03873,0.01107,0.91182,0.67613,0.66067,0.67397,0.48042,0.67438,0.65276,0.65631,0.41387,1.20833,2.38304,1.4064,0.01934,0,0.0161895,0.0053965,0.0161895,0.0053965,0.0161895,0.0053965,0.0161895,0.0053965
188,28475.6,0.99843,1.51251,1.0112,0.01101,0.90604,0.66495,0.67373,0.67392,0.48099,0.66679,0.66501,0.65799,0.41449,1.20691,2.374,1.4077,0.01929,0,0.0161152,0.00537175,0.0161152,0.00537175,0.0161152,0.00537175,0.0161152,0.00537175
189,28625.1,0.99959,1.51749,1.02327,0.01101,0.90957,0.66364,0.67075,0.67326,0.48136,0.66004,0.66519,0.657,0.41477,1.20888,2.3788,1.40574,0.01929,0,0.016041,0.005347,0.016041,0.005347,0.016041,0.005347,0.016041,0.005347
190,28775.3,1.00298,1.52446,1.01882,0.01124,0.91488,0.67339,0.66469,0.67442,0.48167,0.67029,0.65993,0.65661,0.41451,1.20758,2.38439,1.41076,0.0193,0,0.0159668,0.00532225,0.0159668,0.00532225,0.0159668,0.00532225,0.0159668,0.00532225
191,28925.2,0.99159,1.50368,1.00833,0.01114,0.91293,0.67104,0.6632,0.67411,0.48154,0.69056,0.63867,0.65692,0.41385,1.20769,2.3931,1.41292,0.0193,0,0.0158925,0.0052975,0.0158925,0.0052975,0.0158925,0.0052975,0.0158925,0.0052975
192,29074.5,0.9957,1.52346,1.00824,0.01096,0.90223,0.67422,0.66465,0.6753,0.48227,0.68779,0.64075,0.65609,0.41477,1.21172,2.39895,1.4025,0.01934,0,0.0158182,0.00527275,0.0158182,0.00527275,0.0158182,0.00527275,0.0158182,0.00527275
193,29224.5,1.00571,1.52558,1.03148,0.01119,0.92341,0.68791,0.65599,0.67584,0.48265,0.6902,0.64341,0.65698,0.41465,1.21146,2.42976,1.40144,0.01934,0,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248
194,29373.8,0.99064,1.51426,1.02075,0.01108,0.90402,0.69036,0.65538,0.67565,0.48274,0.68999,0.64533,0.65706,0.41431,1.21526,2.434,1.40195,0.01945,0,0.0156697,0.00522325,0.0156697,0.00522325,0.0156697,0.00522325,0.0156697,0.00522325
195,29523.7,0.99102,1.52457,1.01721,0.01096,0.92223,0.69232,0.65308,0.67457,0.48325,0.68645,0.6477,0.65623,0.41472,1.21288,2.43354,1.40643,0.01941,0,0.0155955,0.0051985,0.0155955,0.0051985,0.0155955,0.0051985,0.0155955,0.0051985
196,29673.2,0.98814,1.52465,1.02116,0.0108,0.90285,0.6989,0.64882,0.67456,0.48291,0.69458,0.64514,0.65848,0.41519,1.2143,2.42938,1.4051,0.01944,0,0.0155212,0.00517375,0.0155212,0.00517375,0.0155212,0.00517375,0.0155212,0.00517375
197,29823.1,0.97543,1.51486,1.0051,0.01085,0.90519,0.69808,0.64463,0.67188,0.4809,0.69296,0.64422,0.65743,0.4146,1.212,2.43814,1.41847,0.01944,0,0.015447,0.005149,0.015447,0.005149,0.015447,0.005149,0.015447,0.005149
198,29972.9,0.98809,1.48728,1.00523,0.011,0.89407,0.66839,0.66788,0.67132,0.48156,0.67267,0.66317,0.65729,0.41469,1.20962,2.42529,1.42173,0.01939,0,0.0153727,0.00512425,0.0153727,0.00512425,0.0153727,0.00512425,0.0153727,0.00512425
199,30122.6,0.98401,1.50318,0.99371,0.0109,0.87921,0.67059,0.67196,0.67382,0.48343,0.67159,0.66505,0.65896,0.41593,1.21085,2.43354,1.41467,0.01939,0,0.0152985,0.0050995,0.0152985,0.0050995,0.0152985,0.0050995,0.0152985,0.0050995
200,30271.8,0.98882,1.51263,0.99329,0.01089,0.88186,0.67491,0.66872,0.67237,0.48305,0.67128,0.66435,0.65882,0.4155,1.21226,2.43511,1.41233,0.01938,0,0.0152242,0.00507475,0.0152242,0.00507475,0.0152242,0.00507475,0.0152242,0.00507475
201,30421,0.982,1.48504,1.00147,0.0109,0.87355,0.67971,0.6697,0.67592,0.48455,0.67784,0.6642,0.6616,0.41576,1.20824,2.44952,1.41538,0.01927,0,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505
202,30571.2,0.98821,1.49719,0.99446,0.01099,0.88337,0.67556,0.67301,0.67779,0.48487,0.67552,0.67004,0.66297,0.41674,1.2099,2.44901,1.41476,0.01931,0,0.0150757,0.00502525,0.0150757,0.00502525,0.0150757,0.00502525,0.0150757,0.00502525
203,30720.6,0.96405,1.45588,0.97893,0.01075,0.87032,0.68062,0.67157,0.67684,0.48347,0.67386,0.67084,0.66299,0.41675,1.20778,2.44883,1.41498,0.01929,0,0.0150015,0.0050005,0.0150015,0.0050005,0.0150015,0.0050005,0.0150015,0.0050005
204,30870.5,0.96376,1.4787,0.98415,0.01065,0.87083,0.68264,0.67045,0.6761,0.48267,0.67878,0.66668,0.66113,0.41511,1.20806,2.45502,1.41819,0.01929,0,0.0149273,0.00497575,0.0149273,0.00497575,0.0149273,0.00497575,0.0149273,0.00497575
205,31019.8,0.98029,1.49764,1.00616,0.011,0.8885,0.68282,0.67091,0.67607,0.48271,0.67437,0.67136,0.66185,0.41514,1.20693,2.45624,1.42362,0.01925,0,0.014853,0.004951,0.014853,0.004951,0.014853,0.004951,0.014853,0.004951
206,31169.5,0.97508,1.48817,0.98156,0.01075,0.85479,0.68286,0.66765,0.67537,0.4816,0.68078,0.66576,0.66159,0.41529,1.21043,2.45663,1.41572,0.01937,0,0.0147788,0.00492625,0.0147788,0.00492625,0.0147788,0.00492625,0.0147788,0.00492625
207,31319.4,0.97405,1.47003,0.98931,0.01061,0.86241,0.68146,0.66532,0.67543,0.48252,0.68149,0.66613,0.66225,0.41568,1.21173,2.45466,1.41724,0.01938,0,0.0147045,0.0049015,0.0147045,0.0049015,0.0147045,0.0049015,0.0147045,0.0049015
208,31469,0.97236,1.48488,0.99917,0.0108,0.86463,0.69508,0.65575,0.67674,0.48363,0.6852,0.66072,0.663,0.41627,1.21075,2.45449,1.41827,0.01938,0,0.0146303,0.00487675,0.0146303,0.00487675,0.0146303,0.00487675,0.0146303,0.00487675
209,31618.6,0.97772,1.47142,0.98972,0.01085,0.86645,0.69193,0.65838,0.67693,0.48321,0.68568,0.65744,0.66282,0.41595,1.21121,2.45699,1.4175,0.01938,0,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852
210,31767.7,0.96339,1.46818,0.98247,0.01062,0.84993,0.69159,0.65402,0.67728,0.48238,0.68556,0.65515,0.66213,0.41595,1.21489,2.46441,1.41347,0.01945,0,0.0144817,0.00482725,0.0144817,0.00482725,0.0144817,0.00482725,0.0144817,0.00482725
211,31917.6,0.97034,1.47054,0.96002,0.01061,0.84903,0.6853,0.65842,0.67705,0.48403,0.68114,0.65797,0.663,0.41735,1.2155,2.47253,1.41292,0.01947,0,0.0144075,0.0048025,0.0144075,0.0048025,0.0144075,0.0048025,0.0144075,0.0048025
212,32067.4,0.96521,1.46116,0.96944,0.01051,0.85861,0.67294,0.67353,0.67726,0.48303,0.67878,0.66257,0.66052,0.41564,1.21697,2.46781,1.41511,0.01951,0,0.0143333,0.00477775,0.0143333,0.00477775,0.0143333,0.00477775,0.0143333,0.00477775
213,32217.4,0.96009,1.47364,0.96957,0.01061,0.84763,0.69225,0.65718,0.67726,0.48211,0.68382,0.65441,0.66096,0.41494,1.21928,2.47658,1.41165,0.01953,0,0.014259,0.004753,0.014259,0.004753,0.014259,0.004753,0.014259,0.004753
214,32367.2,0.96139,1.46102,0.95326,0.01063,0.85755,0.69025,0.65975,0.67692,0.48223,0.68409,0.65802,0.66029,0.41447,1.21905,2.46625,1.41627,0.0195,0,0.0141848,0.00472825,0.0141848,0.00472825,0.0141848,0.00472825,0.0141848,0.00472825
215,32517.1,0.97045,1.46714,0.97529,0.01054,0.83455,0.70657,0.64496,0.67548,0.48149,0.6881,0.65172,0.6598,0.41417,1.21635,2.46993,1.42374,0.01949,0,0.0141105,0.0047035,0.0141105,0.0047035,0.0141105,0.0047035,0.0141105,0.0047035
216,32666.6,0.95174,1.4715,0.93502,0.01042,0.81345,0.702,0.65002,0.67467,0.48145,0.68177,0.65635,0.65865,0.41379,1.21805,2.46795,1.42313,0.01947,0,0.0140363,0.00467875,0.0140363,0.00467875,0.0140363,0.00467875,0.0140363,0.00467875
217,32816.5,0.94909,1.43688,0.93304,0.01062,0.84478,0.68865,0.6615,0.67521,0.48229,0.682,0.65724,0.65927,0.41545,1.21848,2.46822,1.42026,0.01946,0,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654
218,32965.5,0.94957,1.46131,0.94121,0.01059,0.82137,0.70792,0.64809,0.67472,0.48189,0.69005,0.65096,0.65803,0.41482,1.21743,2.46134,1.42177,0.01939,0,0.0138878,0.00462925,0.0138878,0.00462925,0.0138878,0.00462925,0.0138878,0.00462925
219,33115.9,0.96002,1.43716,0.94441,0.01057,0.82908,0.69002,0.65856,0.67472,0.48175,0.68323,0.65548,0.65778,0.41417,1.21621,2.46715,1.42459,0.01938,0,0.0138135,0.0046045,0.0138135,0.0046045,0.0138135,0.0046045,0.0138135,0.0046045
220,33265.9,0.95779,1.44129,0.95716,0.01046,0.82944,0.70971,0.64802,0.67317,0.48128,0.6856,0.65594,0.65674,0.41388,1.2165,2.47165,1.42306,0.01937,0,0.0137392,0.00457975,0.0137392,0.00457975,0.0137392,0.00457975,0.0137392,0.00457975
221,33416,0.95284,1.44984,0.97254,0.01055,0.82015,0.69851,0.65296,0.67331,0.48155,0.6902,0.6521,0.65683,0.41374,1.21665,2.47633,1.42176,0.01939,0,0.013665,0.004555,0.013665,0.004555,0.013665,0.004555,0.013665,0.004555
222,33565.7,0.94258,1.41978,0.92394,0.01042,0.8021,0.70062,0.65119,0.67272,0.48183,0.69645,0.65055,0.65834,0.41425,1.21542,2.48033,1.42441,0.01937,0,0.0135908,0.00453025,0.0135908,0.00453025,0.0135908,0.00453025,0.0135908,0.00453025
223,33715.6,0.95178,1.42084,0.93731,0.01041,0.80754,0.7096,0.65069,0.67522,0.48321,0.69928,0.65116,0.66043,0.4158,1.21363,2.47601,1.41963,0.01932,0,0.0135165,0.0045055,0.0135165,0.0045055,0.0135165,0.0045055,0.0135165,0.0045055
224,33864.7,0.96443,1.43964,0.94073,0.01048,0.80194,0.70399,0.65551,0.67522,0.48328,0.69542,0.6538,0.66057,0.41598,1.21465,2.47866,1.42209,0.01935,0,0.0134422,0.00448075,0.0134422,0.00448075,0.0134422,0.00448075,0.0134422,0.00448075
225,34014.4,0.93969,1.40361,0.90853,0.01018,0.79196,0.70506,0.65435,0.67468,0.48265,0.69646,0.65029,0.65898,0.41521,1.21612,2.48161,1.4208,0.01938,0,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456
226,34163.9,0.93356,1.43263,0.92745,0.01028,0.79603,0.69902,0.65455,0.675,0.48245,0.69188,0.64948,0.659,0.41533,1.21324,2.48298,1.42561,0.01933,0,0.0132938,0.00443125,0.0132938,0.00443125,0.0132938,0.00443125,0.0132938,0.00443125
227,34313.4,0.94816,1.44049,0.93424,0.01039,0.80974,0.70123,0.65578,0.67344,0.48123,0.6926,0.6523,0.65724,0.41377,1.21473,2.49389,1.42325,0.01937,0,0.0132195,0.0044065,0.0132195,0.0044065,0.0132195,0.0044065,0.0132195,0.0044065
228,34463.1,0.95066,1.4199,0.91879,0.01034,0.7816,0.69215,0.66153,0.67407,0.48121,0.68798,0.6585,0.65828,0.41331,1.21431,2.49682,1.42326,0.01938,0,0.0131452,0.00438175,0.0131452,0.00438175,0.0131452,0.00438175,0.0131452,0.00438175
229,34612.2,0.93487,1.42395,0.90654,0.01014,0.78964,0.70159,0.65428,0.67477,0.4825,0.69486,0.64877,0.65858,0.41372,1.21371,2.49866,1.4266,0.01938,0,0.013071,0.004357,0.013071,0.004357,0.013071,0.004357,0.013071,0.004357
230,34762,0.9476,1.40939,0.9107,0.01028,0.79388,0.70466,0.65346,0.67444,0.48268,0.69146,0.64987,0.6586,0.41389,1.21153,2.4968,1.42859,0.01935,0,0.0129967,0.00433225,0.0129967,0.00433225,0.0129967,0.00433225,0.0129967,0.00433225
231,34911.6,0.93815,1.40543,0.889,0.0102,0.77952,0.71242,0.64986,0.67413,0.48248,0.71332,0.63839,0.65801,0.41389,1.21295,2.49895,1.42964,0.01938,0,0.0129225,0.0043075,0.0129225,0.0043075,0.0129225,0.0043075,0.0129225,0.0043075
232,35061.1,0.93465,1.41177,0.90479,0.01021,0.76959,0.70422,0.6507,0.67425,0.48266,0.69744,0.64483,0.65774,0.4144,1.21197,2.49454,1.4384,0.01936,0,0.0128483,0.00428275,0.0128483,0.00428275,0.0128483,0.00428275,0.0128483,0.00428275
233,35210.5,0.93396,1.42136,0.89997,0.01019,0.77938,0.7104,0.64802,0.67362,0.48212,0.70319,0.64262,0.65677,0.41348,1.21229,2.49548,1.43693,0.01932,0,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258
234,35360,0.93249,1.41755,0.92208,0.01011,0.78745,0.718,0.6395,0.67245,0.48109,0.66624,0.66608,0.65584,0.41345,1.21222,2.49763,1.43896,0.01933,0,0.0126997,0.00423325,0.0126997,0.00423325,0.0126997,0.00423325,0.0126997,0.00423325
235,35509.4,0.93713,1.40357,0.89347,0.01005,0.75563,0.72398,0.63695,0.67205,0.48098,0.70211,0.63818,0.65631,0.41329,1.21197,2.50439,1.43783,0.01931,0,0.0126255,0.0042085,0.0126255,0.0042085,0.0126255,0.0042085,0.0126255,0.0042085
236,35659.6,0.93797,1.41878,0.89261,0.01017,0.76686,0.70806,0.64608,0.67193,0.48062,0.67044,0.66593,0.65545,0.41313,1.21277,2.50578,1.43781,0.01931,0,0.0125512,0.00418375,0.0125512,0.00418375,0.0125512,0.00418375,0.0125512,0.00418375
237,35808.5,0.93205,1.40605,0.89886,0.01,0.77672,0.68727,0.6688,0.67338,0.48208,0.6779,0.66317,0.65726,0.41429,1.21232,2.51372,1.43731,0.0193,0,0.012477,0.004159,0.012477,0.004159,0.012477,0.004159,0.012477,0.004159
238,35958.4,0.93673,1.39921,0.90826,0.01011,0.76988,0.68171,0.67375,0.67289,0.48121,0.67059,0.66643,0.65568,0.41331,1.21201,2.51613,1.43987,0.01929,0,0.0124027,0.00413425,0.0124027,0.00413425,0.0124027,0.00413425,0.0124027,0.00413425
239,36107.4,0.9189,1.40011,0.88495,0.01004,0.74231,0.68383,0.6707,0.6733,0.48208,0.66964,0.66644,0.65639,0.41359,1.21535,2.51379,1.43635,0.01935,0,0.0123285,0.0041095,0.0123285,0.0041095,0.0123285,0.0041095,0.0123285,0.0041095
240,36256.9,0.91847,1.39948,0.87999,0.00999,0.75157,0.70136,0.65648,0.67456,0.48287,0.67739,0.66535,0.65706,0.41449,1.21276,2.5141,1.43828,0.01931,0,0.0122542,0.00408475,0.0122542,0.00408475,0.0122542,0.00408475,0.0122542,0.00408475
241,36406.6,0.92022,1.3823,0.88644,0.01012,0.73668,0.69008,0.66982,0.67454,0.48297,0.67854,0.6621,0.6557,0.41438,1.21118,2.5148,1.44334,0.01927,0,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406
242,36556.5,0.9167,1.36641,0.8601,0.01002,0.71788,0.68879,0.67009,0.67523,0.48339,0.67699,0.66113,0.65557,0.41451,1.21016,2.52796,1.4425,0.01926,0,0.0121057,0.00403525,0.0121057,0.00403525,0.0121057,0.00403525,0.0121057,0.00403525
243,36706.5,0.91973,1.38428,0.88578,0.0098,0.75683,0.68235,0.67413,0.67454,0.48166,0.66837,0.66639,0.65382,0.41291,1.20882,2.51633,1.44582,0.01922,0,0.0120315,0.0040105,0.0120315,0.0040105,0.0120315,0.0040105,0.0120315,0.0040105
244,36856.3,0.9244,1.38959,0.88064,0.01005,0.75884,0.68322,0.67662,0.67527,0.48207,0.66508,0.67085,0.65434,0.41311,1.20653,2.51388,1.45045,0.01913,0,0.0119572,0.00398575,0.0119572,0.00398575,0.0119572,0.00398575,0.0119572,0.00398575
245,37017,0.9165,1.37701,0.89165,0.01001,0.75988,0.68288,0.68011,0.67577,0.48277,0.66911,0.67208,0.65525,0.41342,1.20751,2.51686,1.44968,0.01914,0,0.011883,0.003961,0.011883,0.003961,0.011883,0.003961,0.011883,0.003961
246,37170.7,0.92008,1.36804,0.87647,0.00992,0.72297,0.68672,0.67695,0.67519,0.48206,0.6736,0.66809,0.65427,0.41305,1.20721,2.51046,1.45217,0.01915,0,0.0118087,0.00393625,0.0118087,0.00393625,0.0118087,0.00393625,0.0118087,0.00393625
247,37320.1,0.9194,1.37206,0.85928,0.00981,0.74286,0.69037,0.67201,0.67442,0.48264,0.67777,0.66332,0.65473,0.41299,1.20977,2.50958,1.45003,0.01922,0,0.0117345,0.0039115,0.0117345,0.0039115,0.0117345,0.0039115,0.0117345,0.0039115
248,37481.8,0.92074,1.38106,0.85553,0.00992,0.74352,0.69303,0.67204,0.67412,0.48231,0.67671,0.66427,0.65487,0.41284,1.20772,2.51088,1.45722,0.01912,0,0.0116602,0.00388675,0.0116602,0.00388675,0.0116602,0.00388675,0.0116602,0.00388675
249,37691.7,0.90753,1.35239,0.86262,0.00974,0.74453,0.69288,0.67278,0.67413,0.4816,0.67771,0.66336,0.65397,0.41251,1.20946,2.51121,1.45601,0.01915,0,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862
250,37911.2,0.9153,1.36562,0.8639,0.00992,0.76316,0.69663,0.67265,0.67492,0.48203,0.6836,0.66255,0.65512,0.41316,1.21163,2.52226,1.45199,0.01923,0,0.0115117,0.00383725,0.0115117,0.00383725,0.0115117,0.00383725,0.0115117,0.00383725
251,38133,0.90238,1.35743,0.85897,0.00975,0.74087,0.69135,0.6739,0.67532,0.48288,0.67799,0.66372,0.6554,0.41366,1.21015,2.49816,1.45023,0.0192,0,0.0114375,0.0038125,0.0114375,0.0038125,0.0114375,0.0038125,0.0114375,0.0038125
252,38349,0.89856,1.35192,0.83305,0.00976,0.72187,0.69244,0.67374,0.67515,0.48281,0.68108,0.66403,0.65591,0.41407,1.21153,2.51156,1.44634,0.01925,0,0.0113633,0.00378775,0.0113633,0.00378775,0.0113633,0.00378775,0.0113633,0.00378775
253,38569.2,0.90132,1.35281,0.83315,0.00988,0.71862,0.69515,0.66414,0.67452,0.48196,0.6847,0.65346,0.65509,0.41391,1.21307,2.53073,1.44555,0.01929,0,0.011289,0.003763,0.011289,0.003763,0.011289,0.003763,0.011289,0.003763
254,38790.1,0.90579,1.33563,0.83719,0.00973,0.72389,0.69433,0.66322,0.67289,0.48078,0.68312,0.65352,0.65343,0.41317,1.21347,2.53394,1.4457,0.01928,0,0.0112148,0.00373825,0.0112148,0.00373825,0.0112148,0.00373825,0.0112148,0.00373825
255,39008.1,0.90702,1.33966,0.84492,0.00966,0.71892,0.68763,0.67203,0.67303,0.48037,0.67745,0.66484,0.65402,0.41347,1.21321,2.53618,1.44837,0.01929,0,0.0111405,0.0037135,0.0111405,0.0037135,0.0111405,0.0037135,0.0111405,0.0037135
256,39228.2,0.91333,1.34552,0.8334,0.00992,0.70651,0.67143,0.68235,0.6728,0.48011,0.66145,0.67247,0.65402,0.41327,1.21348,2.53725,1.44995,0.01928,0,0.0110663,0.00368875,0.0110663,0.00368875,0.0110663,0.00368875,0.0110663,0.00368875
257,39449.8,0.9093,1.35383,0.84346,0.00976,0.70984,0.71735,0.64612,0.67181,0.47997,0.67213,0.66019,0.65387,0.41337,1.21347,2.53976,1.45054,0.01929,0,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664
258,39670.9,0.90526,1.34581,0.83084,0.00976,0.70036,0.68353,0.67366,0.67229,0.47966,0.67167,0.66461,0.65471,0.41341,1.21432,2.54106,1.45044,0.01931,0,0.0109178,0.00363925,0.0109178,0.00363925,0.0109178,0.00363925,0.0109178,0.00363925
259,39887.2,0.90188,1.36637,0.83572,0.0097,0.70859,0.68809,0.66855,0.67256,0.47955,0.67863,0.6595,0.6554,0.41353,1.21573,2.54371,1.44919,0.01934,0,0.0108435,0.0036145,0.0108435,0.0036145,0.0108435,0.0036145,0.0108435,0.0036145
260,40107.4,0.89473,1.33821,0.82664,0.00961,0.69932,0.66807,0.68894,0.67227,0.47984,0.66686,0.67176,0.65474,0.41368,1.21501,2.52776,1.45206,0.01933,0,0.0107693,0.00358975,0.0107693,0.00358975,0.0107693,0.00358975,0.0107693,0.00358975
261,40329,0.88499,1.33015,0.80859,0.00944,0.69997,0.66597,0.68853,0.6722,0.47973,0.6708,0.66783,0.65545,0.41324,1.21597,2.5272,1.45486,0.01935,0,0.010695,0.003565,0.010695,0.003565,0.010695,0.003565,0.010695,0.003565
262,40546.2,0.89596,1.31983,0.8308,0.00972,0.70569,0.67964,0.6791,0.67314,0.48038,0.66947,0.66995,0.65543,0.41373,1.21732,2.52821,1.45436,0.01938,0,0.0106207,0.00354025,0.0106207,0.00354025,0.0106207,0.00354025,0.0106207,0.00354025
263,40767.3,0.90068,1.32077,0.8302,0.00986,0.70542,0.67023,0.68827,0.67202,0.48014,0.66661,0.67162,0.6553,0.41345,1.21593,2.52742,1.46149,0.01934,0,0.0105465,0.0035155,0.0105465,0.0035155,0.0105465,0.0035155,0.0105465,0.0035155
264,40988.3,0.88546,1.32069,0.82155,0.00952,0.68124,0.67322,0.68697,0.67385,0.48082,0.67162,0.66906,0.65606,0.41438,1.21598,2.52795,1.46063,0.01937,0,0.0104723,0.00349075,0.0104723,0.00349075,0.0104723,0.00349075,0.0104723,0.00349075
265,41207.6,0.90679,1.35109,0.82837,0.00968,0.69693,0.68258,0.67791,0.67464,0.48085,0.67176,0.66854,0.65563,0.41445,1.2155,2.52759,1.46205,0.01936,0,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466
266,41427.4,0.88775,1.31642,0.80262,0.00951,0.69369,0.68115,0.6757,0.67419,0.48049,0.67299,0.66636,0.65492,0.41391,1.2144,2.53023,1.46693,0.01934,0,0.0103237,0.00344125,0.0103237,0.00344125,0.0103237,0.00344125,0.0103237,0.00344125
267,41650,0.88629,1.32307,0.80112,0.00933,0.68142,0.68808,0.67176,0.6738,0.48071,0.6777,0.66187,0.65476,0.41403,1.21536,2.53199,1.46529,0.01936,0,0.0102495,0.0034165,0.0102495,0.0034165,0.0102495,0.0034165,0.0102495,0.0034165
268,41872.3,0.87644,1.3098,0.79289,0.00943,0.66677,0.68458,0.67434,0.67376,0.48062,0.67875,0.65907,0.65415,0.41414,1.2162,2.53332,1.46531,0.01937,0,0.0101753,0.00339175,0.0101753,0.00339175,0.0101753,0.00339175,0.0101753,0.00339175
269,42090,0.87262,1.29673,0.79175,0.00941,0.67958,0.71962,0.64908,0.67431,0.48122,0.70856,0.63789,0.65668,0.41518,1.21649,2.53703,1.4649,0.01936,0,0.010101,0.003367,0.010101,0.003367,0.010101,0.003367,0.010101,0.003367
270,42311.3,0.88372,1.30686,0.78728,0.00951,0.68022,0.71739,0.64842,0.67274,0.47988,0.70747,0.63768,0.65429,0.41353,1.21518,2.54232,1.47062,0.01934,0,0.0100267,0.00334225,0.0100267,0.00334225,0.0100267,0.00334225,0.0100267,0.00334225
271,42532.1,0.88263,1.32901,0.79749,0.00961,0.68288,0.71651,0.64788,0.67195,0.47906,0.70743,0.63691,0.65388,0.41339,1.21591,2.56373,1.47027,0.01936,0,0.0099525,0.0033175,0.0099525,0.0033175,0.0099525,0.0033175,0.0099525,0.0033175
272,42749,0.88367,1.32064,0.77999,0.00949,0.65927,0.71545,0.6471,0.67185,0.47865,0.70944,0.63682,0.65395,0.41329,1.21557,2.56509,1.4708,0.01935,0,0.00987825,0.00329275,0.00987825,0.00329275,0.00987825,0.00329275,0.00987825,0.00329275
273,42971.3,0.88459,1.30703,0.7886,0.00944,0.64878,0.70428,0.66076,0.67223,0.47931,0.7057,0.6386,0.65379,0.41364,1.21505,2.54961,1.47191,0.01933,0,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268
274,43192.9,0.87925,1.31056,0.77802,0.00954,0.67539,0.69253,0.67016,0.67278,0.47989,0.68578,0.65635,0.6537,0.41425,1.21545,2.5523,1.47277,0.01938,0,0.00972975,0.00324325,0.00972975,0.00324325,0.00972975,0.00324325,0.00972975,0.00324325
275,43414.6,0.88159,1.30507,0.80405,0.00937,0.67925,0.68003,0.67933,0.67319,0.4795,0.70759,0.6394,0.65458,0.41389,1.21761,2.55409,1.47035,0.0194,0,0.0096555,0.0032185,0.0096555,0.0032185,0.0096555,0.0032185,0.0096555,0.0032185
276,43635.2,0.87122,1.31373,0.7955,0.00944,0.66644,0.68619,0.67702,0.67361,0.47972,0.67917,0.66346,0.65533,0.41414,1.21741,2.55404,1.47039,0.0194,0,0.00958125,0.00319375,0.00958125,0.00319375,0.00958125,0.00319375,0.00958125,0.00319375
277,43858.1,0.86687,1.28548,0.75124,0.00944,0.6477,0.68589,0.6761,0.67346,0.47968,0.67839,0.66166,0.65526,0.41375,1.21627,2.55108,1.4696,0.01941,0,0.009507,0.003169,0.009507,0.003169,0.009507,0.003169,0.009507,0.003169
278,44081.2,0.86403,1.28673,0.76269,0.00922,0.66318,0.68571,0.67343,0.67344,0.47982,0.67859,0.66206,0.65555,0.41349,1.21571,2.55068,1.47268,0.01938,0,0.00943275,0.00314425,0.00943275,0.00314425,0.00943275,0.00314425,0.00943275,0.00314425
279,44299.4,0.87153,1.29554,0.78325,0.00934,0.64523,0.68614,0.67463,0.67315,0.47941,0.67616,0.66503,0.65693,0.41339,1.21702,2.55392,1.47215,0.01938,0,0.0093585,0.0031195,0.0093585,0.0031195,0.0093585,0.0031195,0.0093585,0.0031195
280,44521.7,0.86115,1.28973,0.77278,0.00916,0.64386,0.68493,0.67686,0.67253,0.47934,0.67374,0.66701,0.65508,0.41281,1.2182,2.55368,1.47108,0.01941,0,0.00928425,0.00309475,0.00928425,0.00309475,0.00928425,0.00309475,0.00928425,0.00309475
281,44744.5,0.86675,1.27315,0.76508,0.00906,0.63768,0.68351,0.6801,0.67239,0.47909,0.67274,0.66979,0.65668,0.41301,1.21929,2.55507,1.47059,0.01942,0,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307
282,44963.2,0.85892,1.2649,0.76418,0.00915,0.64221,0.68413,0.67954,0.67232,0.47886,0.67238,0.66801,0.65467,0.41324,1.21931,2.55711,1.4711,0.01942,0,0.00913575,0.00304525,0.00913575,0.00304525,0.00913575,0.00304525,0.00913575,0.00304525
283,45185.8,0.86627,1.2709,0.75549,0.00929,0.63329,0.68373,0.68073,0.67195,0.47888,0.6735,0.66941,0.65613,0.41331,1.21762,2.54804,1.47493,0.0194,0,0.0090615,0.0030205,0.0090615,0.0030205,0.0090615,0.0030205,0.0090615,0.0030205
